項次,機構類別,機構名稱,機構代碼,地址,負責人,電話,LATITUDE,LONGITUDE
221,西醫診所,潘內兒科診所,3522010236,嘉義市東區公明路３５２號,潘俊雄,05 2284757,23.4799145,120.4522391
222,西醫診所,陳顯章骨科診所,3522010245,嘉義市東區公明路３４２號,陳顯章,05 2253669,23.479881,120.452563
223,西醫診所,蔡耳鼻喉科診所,3522010254,嘉義市東區仁和里中山路２７０號,蔡榮茂,05 2222602,23.4801439,120.449892
224,西醫診所,劉耳鼻喉科診所,3522010343,嘉義市東區民權路３２２之２號,劉國昇,05 2786915,23.4824784,120.4502039
225,西醫診所,何義明內兒科診所,3522010469,嘉義市東區文昌里文昌街１０９號,何義明,05 2226588,23.478343,120.45581
226,西醫診所,柯明裕家庭醫學科診所,3522010496,嘉義市東區吳鳳南路１１號,柯明裕,05 2237578,23.4736707,120.454071
227,西醫診所,黃國榮內兒科診所,3522010558,嘉義市東區公明路２８３號,黃國榮,05 2224026,23.4797591,120.4516959
228,西醫診所,順安診所,3522010585,嘉義市東區公明路１９３號,林明敏,05 2276911,23.4800232,120.4543175
229,西醫診所,林信義內兒科診所,3522010647,嘉義市東區中正路３１３號,林信義,05 2251025,23.4790465,120.4520944
230,西醫診所,明生內兒科診所,3522010683,嘉義市東區吳鳳南路６０５號,陳明生,05 2398542,23.456018,120.459179
231,西醫診所,黃銘模診所,3522010692,嘉義市東區中正路３７４號,黃銘模,05 2247873,23.4790717,120.4507833
232,西醫診所,陳俊雄婦產科外科診所,3522010709,嘉義市東區鎮南里民族路２４８號,陳俊雄,05 2221506,23.4765159,120.454758
233,西醫診所,俊清外科診所,3522010727,嘉義市東區興業東路２０７號,李俊清,05 2258464,23.4694593,120.4537044
234,西醫診所,張家庭醫學科診所,3522010745,嘉義市東區民權路９６之１號,張始鵬,05 2783208,23.4838266,120.4590574
235,西醫診所,懷恩診所,3522010754,嘉義市東區興中街１３７號,何義民,05 2277711,23.4802594,120.4510864
236,西醫診所,楊振榮內兒科診所,3522010772,嘉義市東區東興里忠孝路１７８號,楊振榮,05 2223254,23.4806709,120.4543094
237,西醫診所,福音聯合診所,3522010852,嘉義市東區吳鳳北路340號,陳偉順,05 2782036,23.4846942,120.4523319
238,西醫診所,鄭眼科診所,3522010861,嘉義市東區吳鳳北路２３９號,鄭尚仁,05 2226086,23.4798806,120.4531589
239,西醫診所,文祥小兒科診所,3522010923,嘉義市東區民權路３００之４號,張文祥,05 2770777,23.4827444,120.4515347
240,西醫診所,華山診所,3522010950,嘉義市東區吳鳳北路１５１號,顏福源,05 2248777,23.4773769,120.4534859
241,西醫診所,陳文勝診所,3522011019,嘉義市東區新開里垂揚路３３號,陳文勝,05 2256789,23.47456,120.460443
242,西醫診所,葉弘貴小兒科診所,3522011028,嘉義市東區仁和里中山路２５３號,葉弘貴,05 2253863,23.4805412,120.4513129
243,西醫診所,孫小兒科診所,3522011046,嘉義市東區吳鳳北路２８９號,孫凱智,05 2222829,23.4808713,120.4528992
244,西醫診所,石內科診所,3522011073,嘉義市東區吳鳳南路６８７之２號,石清楨,05 2301883,23.454916,120.459614
245,西醫診所,蘇婦產科診所,3522011162,嘉義市東區府路里蘭井街１７３之１號,蘇賢傑,05 2231886,23.477439,120.450742
246,西醫診所,宋思權診所,3522011171,嘉義市東區吳鳳北路３０９號,宋思權,05 2286698,23.4822864,120.4526381
247,西醫診所,莊凱全小兒科診所,3522011279,嘉義市東區民權路１０之1號,莊凱全,05 2769658,23.484367,120.465974
248,西醫診所,華陽診所,3522011304,嘉義市東區檜村里忠孝路２８４之２號,邱劍華,05 2754038,23.4862358,120.4540015
249,西醫診所,蘇耳鼻喉科診所,3522011322,嘉義市東區宣信里垂楊路１７１號,蘇明忠,05 2237078,23.4742504,120.4567924
250,西醫診所,安男診所,3522011340,嘉義市東區吳鳳北路２５１號,張安男,05 2224707,23.4802074,120.4529984
251,西醫診所,張森榮診所,3522011377,嘉義市東區延平街１０２號,張森榮,05 2275086,23.477375,120.4563197
252,西醫診所,彭診所,3522011402,嘉義市東區東仁里中山路１６５號,彭玄君,05 2233406,23.481991,120.455808
253,西醫診所,活石診所,3522011519,嘉義市東區忠孝路362之1號,陳欽朋,05 2761596,23.4894764,120.4534893
254,西醫診所,林裕益婦產科診所,3522011546,嘉義市東區橧村里忠孝路３４０．３４２號,林裕益,05 2778801,23.488842,120.453495
255,西醫診所,黃崇銘診所,3522011564,嘉義市東區新生路361號,黃崇銘,05 2777686,23.4846039,120.4606538
256,西醫診所,德珍婦產科診所,3522011573,嘉義市東區吳鳳北路３３９號,吳松年,05 2755339,23.483235,120.4522805
257,西醫診所,吳長宗診所,3522011617,嘉義市東區光華路2之1號,吳長宗,05 239036,23.4768837,120.4555405
258,西醫診所,郭文吉神經科診所,3522011635,嘉義市東區吳鳳北路一九九號,郭文吉,05 2239365,23.4786387,120.4533278
259,西醫診所,郭健軍皮膚科診所,3522011680,嘉義市東區仁和里中山路２８４號,郭健軍,05 2273836,23.4802139,120.449758
260,西醫診所,何光哲小兒科診所,3522011699,嘉義市東區新生路３０９號,何光哲,05 2766878,23.4859621,120.4605696
261,西醫診所,嘉恩診所,3522011742,嘉義市東區興業東路237號1樓、２樓,沈明哲,05 2288092,23.469458,120.454746
262,西醫診所,宏醫診所,3522012794,嘉義市東區民族路309.311號,葉慧宗,2254868,23.4761837,120.4528966
263,西醫診所,趙祥凱皮膚科診所,3522012801,嘉義市東區興南里垂楊路209號,趙祥凱,05 2246236,23.4743001,120.4559235
264,西醫診所,信安診所,3522012838,嘉義市東區民權路二七八號,陳浩光,05-2785681,23.48288,120.4518454
265,西醫診所,黃世斌小兒科診所,3522012856,嘉義市東區博東路47號,黃世斌,05-2710271,23.4904753,120.4616891
266,西醫診所,王診所,3522012945,嘉義市東區公明路131號,王源祥,05-2276563,23.480228,120.4562541
267,西醫診所,長鴻診所,3522012972,嘉義市東區民權路322號,李長鴻,05-2782113,23.4824784,120.4502039
268,西醫診所,吳國君診所,3522013004,嘉義市東區吳鳳北路四三三號一樓,吳國君,52283298,23.4855329,120.4521429
269,西醫診所,李培源聯合診所,3522013013,嘉義市東區中山路175號,李培源,05-2222075,23.4817398,120.4554721
270,西醫診所,黃傳益婦產科診所,3522013022,嘉義市東區林森東路45號,黃傳益,05-2776306,23.4868004,120.4551442
271,西醫診所,欣升診所,3522013077,嘉義市東區新生路651號一樓,鄭勵惟,05-2765538,23.4934573,120.4569004
272,西醫診所,許小兒科診所,3522013086,嘉義市東區和平路二十二號,許玉蟾,05-2280858,23.4739495,120.4579468
273,西醫診所,林仙明診所,3522013095,嘉義市東區大雅路二段599號,林仙明,05-2770233,23.4771918,120.4670673
274,西醫診所,郭俊鋐診所,3522013102,嘉義市東區彌陀路二六二號,郭俊鋐,05-2771893,23.4740068,120.4629445
275,西醫診所,聖心診所,3522013111,嘉義市東區民權路367號一樓,魏柏煌,05-2224800,23.4823957,120.4505352
276,西醫診所,嘉義市東區衛生所,2322010017,嘉義市東區東川里大雅路２段６２５號,林唐逵,05-2750423,23.4770826,120.466538
277,牙醫診所,重安牙醫診所,3722020021,嘉義市西區社內里民生北路２６０號,王兆平,05 2254669,23.480857,120.4461911
278,牙醫診所,隆顯牙醫診所,3722020058,嘉義市西區光路里新民路５７３號,蘇隆顯,05 2858577,23.460809,120.4405848
279,牙醫診所,奉天牙醫診所,3722020076,嘉義市西區仁愛路５４８號,吳建綱,05 2247525,23.4778031,120.4420784
280,牙醫診所,僑倫牙醫診所,3722020101,嘉義市西區民族路６５８號,蔡瑛璋,05 2246715,23.4756532,120.4443198
281,牙醫診所,翁牙醫診所,3722020156,嘉義市西區光彩街４６１號,翁富雄,05 2281918,23.4778976,120.4468792
282,牙醫診所,憲昇牙醫診所,3722020165,嘉義市西區自強里興業西路２４８號,楊憲昇,05 2852043,23.4681755,120.4405567
283,牙醫診所,柳牙醫診所,3722020174,嘉義市西區北榮里文華街１號,柳文章,05 2320634,23.487388,120.447165
284,牙醫診所,仁安牙醫診所,3722020192,嘉義市西區國華街２２２之３號,謝炎銘,05 2234118,23.4859628,120.4470717
285,牙醫診所,莊牙醫診所,3722020218,嘉義市西區府路里忠義街６４號,莊東浦,05 2235922,23.4773919,120.4476739
286,牙醫診所,王柏東牙醫診所,3722020236,嘉義市西區民權路４５３號,王柏東,05 2231821,23.48187,120.4461684
287,牙醫診所,李芳美牙醫診所,3722020272,嘉義市西區長榮街３２７號,李芳美,05 2225290,23.4826584,120.4465976
288,牙醫診所,慈生牙醫診所,3722020343,嘉義市西區慶昌里博愛路一段４１１之５號,黃鉅昌,05 2334209,23.484064,120.441953
289,牙醫診所,新民牙醫診所,3722020352,嘉義市西區新民路８３８號,賀守德,05 2851179,23.471465,120.4399191
290,牙醫診所,樺昌牙醫診所,3722020361,嘉義市西區民生北路61號,胡毓釗,05 2249695,23.4754724,120.4466432
291,牙醫診所,頂好牙醫診所,3722020370,嘉義市西區民生南路二九四號五樓之二,舒瓊明,05 2856261,23.4681866,120.4463013
292,牙醫診所,歐牙醫診所,3722020389,嘉義市西區仁愛路４７８號,歐明憲,05 2247222,23.4760192,120.4422511
293,牙醫診所,明仁堂牙醫診所,3722020405,嘉義市西區福民里興業西路２９５號,高曼齡,05 2362726,23.4677576,120.4390911
294,牙醫診所,新生牙醫診所,3722020414,嘉義市西區民生北路97號1樓,鄭景文,05 2291298,23.4808744,120.4468936
295,牙醫診所,佑寧牙醫診所,3722020423,嘉義市西區民安里中正路７１８號,吳建鋒,05 2241402,23.4785703,120.4424822
296,牙醫診所,丞泰牙醫診所,3722020450,嘉義市西區學圃里民生北路５４號,李崇耀,05 2256400,23.47531,120.446806
297,牙醫診所,佑群牙醫診所,3722020469,嘉義市西區新民路６９９號,許文曉,05 2362970,23.4687716,120.4397709
298,牙醫診所,培元牙醫診所,3722020487,嘉義市西區垂楊里垂楊路５１７號２樓,陳培元,05 2358188,23.4728716,120.441727
299,牙醫診所,上林牙醫診所,3722020496,嘉義市西區林森西路５３０號,郭漢聰,05 2255478,23.4800196,120.4428387
300,牙醫診所,統一牙醫診所,3722020549,嘉義市西區八德路３７號,陳坤財,05 2340803,23.4830591,120.431048
301,牙醫診所,協力牙醫診所,3722020567,嘉義市西區德安路４９號,陳保光,05 2324825,23.483819,120.431942
302,牙醫診所,天台牙醫診所,3722020576,嘉義市西區民族路五五八號,陳景居,05 2238052,23.4759316,120.4474904
303,牙醫診所,安麗牙醫診所,3722020594,嘉義市西區褔民里興業西路４０３號一樓,賴榮燦,05 2868055,23.4674471,120.4360048
304,牙醫診所,德安祥牙醫診所,3722020610,嘉義市西區北興街257號,陳釗源,05 2810691,23.48562,120.4381967
305,牙醫診所,超群牙醫診所,3722020629,嘉義市西區友愛路５６３號,池建勳,05 2811586,23.4902542,120.4358274
306,牙醫診所,慶宏牙醫診所,3722020638,嘉義市西區北興街１３９號,張宏旭,05 2314407,23.4838885,120.4418568
307,牙醫診所,澤任大維牙醫診所 T.Z. DENTWAY,3722020647,嘉義市西區仁愛路349號1樓,羅大維,05 2278625,23.4748868,120.4422383
308,牙醫診所,中心牙醫診所,3722021706,嘉義市西區新榮路191號,林俊成,,23.4753002,120.4444757
309,牙醫診所,博眾牙醫診所,3722021715,嘉義市西區民生南路391號,湯欽仰,05-2835186,23.4601909,120.4436686
310,牙醫診所,吳鴻宜牙醫診所,3722021733,嘉義市西區中山路378號1、2樓,吳鴻宜,05-2162166,23.4798166,120.4465621
311,牙醫診所,中興牙醫診所,3722021742,嘉義市西區中興路297號,張桂模,05-2329197,23.481956,120.432554
312,牙醫診所,林森牙醫診所,3722021751,嘉義市西區林森西路201號,蘇進敏,05-2237098,23.4840029,120.447905
313,牙醫診所,魏牙醫診所,3722021760,嘉義市西區興業西路七十八號一樓,魏春智,05-2289157,23.4683959,120.4444701
314,牙醫診所,佳品牙醫診所,3722021779,嘉義市西區南京路586號一樓,曾麒毓,05-2861660,23.4693031,120.4356647
315,牙醫診所,品雅牙醫診所,3722021788,嘉義市西區南京路97號,蔡銀華,05-2841616,23.4565566,120.4397728
316,牙醫診所,育瑄牙醫診所,3722021797,嘉義市西區民生南路510巷27號1樓,張玉華,05-2852108,23.4593565,120.4428617
317,牙醫診所,健雅牙醫診所,3722021804,嘉義市西區中興路446號,林育賢,05-2841082,23.4776266,120.4278381
318,牙醫診所,晴亮牙醫診所,3722021831,嘉義市西區興業西路236號1至2樓,李政勳,05-2865888,23.468232,120.440925
319,牙醫診所,得恩牙醫診所,3722021859,嘉義市西區福民里南京路468號1樓,李兆禧,05-2869689,23.4657722,120.4360327
320,牙醫診所,健福牙醫診所,3722021877,嘉義市西區八德路227號2樓,姚秀美,05-2325288,23.4883767,120.4302151
321,牙醫診所,格林牙醫診所,3722021886,嘉義市西區興業西路38號1樓,楊哲榮,05-2222777,23.468631,120.4450196
322,牙醫診所,創新牙醫診所,3722021895,嘉義市西區中興路37號1、2樓,蔡凱多,2320022,23.4804021,120.4391352
323,牙醫診所,光禾牙醫診所,3722021902,嘉義市西區民生北路294號1樓,朱英彰,05-2288256,23.4815212,120.4461194
324,牙醫診所,唐亨牙醫診所,3722021911,嘉義市西區北榮里文化路428號,唐舶書,05-2347000,23.4882554,120.4470764
325,牙醫診所,勤美牙醫診所,3722021920,嘉義市西區新富里垂楊路506號,張淵智,05-2234755,23.4738328,120.4472421
326,牙醫診所,馬可牙醫診所,3722021939,嘉義市西區中正路436號,王泰翔,2245536,23.4788936,120.4492722
327,牙醫診所,長春牙醫診所,3722021948,嘉義市西區西區保安二路58號,林昇澤,05-2320528,23.491788,120.438437
328,牙醫診所,童心親子牙科診所,3722021957,嘉義市西區垂楊路436、438號1樓,胡文嘉,05-2258068,23.4738251,120.4490037
329,牙醫診所,現代牙醫診所,3722010356,嘉義市東區初陽里成仁街１號,李國貞,05 2259251,23.476262,120.452011
330,牙醫診所,上揚牙醫診所,3722010383,嘉義市東區吳鳳南路２１５號,蔡元愷,05 2292546,23.4681474,120.454624
331,牙醫診所,蘇世忠牙醫診所,3722010409,嘉義市東區林森東路４１４號,蘇世忠,05 2786469,23.4907306,120.4685175
332,牙醫診所,高正川牙醫診所,3722010418,嘉義市東區民族路95號1樓、９７號２樓之２,高正川,05 2750055,23.4768266,120.4591284
333,牙醫診所,敦眾牙醫診所,3722010463,嘉義市東區府路里蘭井街１７３號,許書銘,05 2252586,23.477443,120.4508209
334,牙醫診所,專佳牙醫診所,3722010472,嘉義市東區新生路７８９號,吳耀宗,05 2773507,23.4958613,120.4533165
335,牙醫診所,靚美牙醫診所,3722010481,嘉義市東區民國路２４５號,廖悅蘭,05 2781010,23.4831904,120.4597242
336,牙醫診所,宏恩牙醫診所,3722010490,嘉義市東區北城里忠孝路１８３號,陳美玲,05 2762876,23.484058,120.455454
337,牙醫診所,芳榮牙醫診所,3722010507,嘉義市東區蘭井里忠孝路６８號,池泉三,05 2232729,23.4779171,120.4546028
338,牙醫診所,慈德牙醫診所,3722010516,嘉義市東區新店里義教街８號,陳大川,05 2773372,23.493275,120.468251
339,牙醫診所,佳音牙醫診所,3722010525,嘉義市東區中山路201號4樓,孫茂彬,05 2235242,23.4811832,120.4527002
340,牙醫診所,加恩牙醫診所,3722010534,嘉義市東區新開里市宅街１８之１號,簡宏榮,05 2283815,23.473955,120.460976
341,牙醫診所,黃于修牙醫診所,3722010543,嘉義市東區興中街１５４號,黃于修,05 2285390,23.4805374,120.4510714
342,牙醫診所,正典牙醫診所,3722010552,嘉義市東區大雅路二段576號,王蒨芬,05 2769955,23.4776754,120.4685506
343,牙醫診所,協志牙醫診所,3722010561,嘉義市東區中正路３４１號,何嘉雄,05 2221111,23.4789221,120.4507493
344,牙醫診所,張耿榮牙醫診所,3722010589,嘉義市東區中央里光華路８５號,張耿榮,05 2226829,23.4782266,120.452625
345,牙醫診所,理想牙醫診所,3722010598,嘉義市東區龍山里民族路132號,呂佳淳,05 2778800,23.478064,120.45867
346,牙醫診所,陳丕修牙醫診所,3722010614,嘉義市東區中山路51號1-2樓,陳丕修,05 2779901,23.4821557,120.459448
347,牙醫診所,尚亨牙醫診所,3722010632,嘉義市東區林森東路290號,黃淳,05 2750745,23.4888067,120.4637705
348,牙醫診所,佳德牙醫診所,3722010650,嘉義市東區吳鳳南路五０一號,梁金成,05 2273676,23.4718048,120.4545182
349,牙醫診所,和興牙醫診所,3722010669,嘉義市東區吳鳳南路５７７－１號１樓,游宗府,05 2309908,23.456408,120.458996
350,牙醫診所,黃文政牙醫診所,3722010678,嘉義市東區東噴里中山路102號,黃文政,05 2757981,23.4819707,120.4571774
351,牙醫診所,德明牙醫診所,3722010687,嘉義市東區龍山里文昌街４８號,潘德明,05 2238823,23.47692,120.45669
352,牙醫診所,大佳牙醫診所,3722010696,嘉義市東區吳鳳南路３５５號,林威州,05 2248579,23.4633823,120.4559351
353,牙醫診所,慧安牙醫診所,3722011700,嘉義市東區興中街145-1號1樓,謝中興,05 2716200,23.4808268,120.4509159
354,牙醫診所,蕭嘉成牙醫診所,3722011719,嘉義市東區北榮街89號,蕭嘉成,2221990,23.4810284,120.4497098
355,牙醫診所,董牙醫診所,3722011728,嘉義市東區民族路186號,董俊麟,05-2782156,23.4766601,120.4570713
356,牙醫診所,宜家牙醫診所,3722011737,嘉義市東區興業東路78號1樓,林俊宏,05-2160689,23.4695065,120.4558792
357,牙醫診所,陳興國牙醫診所,3722011764,嘉義市東區五福街65號,陳興國,05-2781019,23.486021,120.467152
358,牙醫診所,詮承牙醫診所,3722011782,嘉義市東區忠孝路284號之5號,張耀仁,05-2771299,23.4857751,120.4538094
359,牙醫診所,安誼牙醫診所,3722011791,嘉義市東區嘉北街24號1樓,黃俊遠,05-2763757,23.4938838,120.4557334
360,牙醫診所,吳宗儒牙醫診所,3722011888,嘉義市東區初陽里興中街68之2號1樓,吳宗儒,05-2290578,23.476262,120.452011
361,牙醫診所,渥爾牙醫診所,3722011808,嘉義市東區忠孝路366號1、2、3樓,簡士智,05-2763797,23.4896188,120.4534281
362,牙醫診所,百立牙醫診所,3722011817,嘉義市東區忠孝路376號1、2樓,陳百立,05-2765752,23.4899698,120.4533623
363,牙醫診所,柯立心牙醫診所,3722011826,嘉義市東區大雅路二段460號1、２樓,柯立心,2758777,23.4780923,120.4699484
364,牙醫診所,王牙醫診所,3722011835,嘉義市東區蘭井街239號,王溫成,963413789,23.477373,120.4490379
365,牙醫診所,正大牙醫診所,3722011844,嘉義市東區民權路190號,何嘉謨,2780261,23.4833614,120.4554153
366,牙醫診所,維欣牙醫診所,3722011853,嘉義市東區維新路125號1-2樓、127號1-2樓,邱國杰,05-2715789,23.4842096,120.4583325
367,牙醫診所,幸福牙醫診所,3722011860,嘉義市東區軍輝路218號1、2樓,謝志青,05-2398022,23.4550704,120.4589494
368,牙醫診所,好亮牙醫診所,3722011879,嘉義市東區林森東路428號之1一樓,賴重志,05-2789922,23.4910094,120.4688607
369,牙醫診所,優格牙醫診所,3722011899,嘉義市東區中山路134號1樓,林忠毅,05-2168168,23.4817398,120.4554721
370,牙醫診所,協和牙醫診所,3722011906,嘉義市東區吳鳳北路359號1樓 ,蘇安立,2715211,23.4836627,120.4523372
371,牙醫診所,人文新境牙醫診所,3722011915,嘉義市東區大雅路一段606號1、2樓,吳帛霓,05-2763456,23.4812681,120.4899989
372,牙醫診所,楊子立牙醫診所,3722011924,嘉義市東區東噴裡公明路160號,楊子立,05-2750017,23.481505,120.459993
373,牙醫診所,敦美牙醫診所,3722011933,嘉義市東區博東路41號,陳炫霖,05-2768053,23.4904583,120.4619615
374,牙醫診所,親親牙醫診所,3722010016,嘉義市東區民國路１９０號,鄭輝雄,05 2788278,23.4818621,120.4599654
375,牙醫診所,杏林牙醫診所,3722010034,嘉義市東區吳鳳北路１４７號,李宗沂,05 2278218,23.4773723,120.4534865
376,牙醫診所,美德牙醫診所,3722010043,嘉義市東區仁和里成仁街１８５號２樓,曾培祐,05 2229925,23.48038,120.4519799
377,牙醫診所,正安牙醫診所,3722010052,嘉義市東區文化路４３６號,林俊樑,05 2321476,23.4884305,120.447062
378,牙醫診所,林惠生牙醫診所,3722010070,嘉義市東區中正路１６１號,林惠政,05 2276694,23.4795032,120.4558315
379,牙醫診所,李牙醫診所,3722010089,嘉義市東區公明路３２２號,李長明,05 2221797,23.4800343,120.4529322
380,牙醫診所,張牙醫診所,3722010105,嘉義市東區長榮街１０２號,張東泉,05 2786736,23.4841971,120.4549282
381,牙醫診所,邱牙醫診所,3722010114,嘉義市東區民權路２０８之４號,邱耀章,05 2784420,23.4832756,120.4546396
382,牙醫診所,兄弟牙醫診所,3722010132,嘉義市東區仁武里中山路２１６號,林廷松,05 2289054,23.481025,120.451503
383,牙醫診所,泰安牙醫診所,3722010178,嘉義市東區興中街２８號,張瑞峰,05 2238642,23.4755675,120.4516972
384,牙醫診所,仁一牙醫診所,3722010187,嘉義市東區新生路７１１號,鄭智仁,05 2776076,23.4951729,120.4553275
385,牙醫診所,林牙醫診所,3722010196,嘉義市東區興中街２０２號,林正峰,05 2782185,23.4837652,120.4498654
386,牙醫診所,周牙醫診所,3722010203,嘉義市東區彌陀路２５６號,周冠宏,05 2771535,23.4739409,120.4629713
387,牙醫診所,平安牙醫診所,3722010212,嘉義市東區新開里垂楊路８９號２樓之１,諶祖銘,05 2287779,23.4743861,120.4586143
388,牙醫診所,誠一牙醫診所,3722010221,嘉義市東區光彩街４００號,吳佩芬,05 2256666,23.4783465,120.4506596
389,牙醫診所,大義嘉牙醫診所,3722010230,嘉義市東區吳鳳南路１１７之１號,莊滄濤,05 2254012,23.4708851,120.4543819
390,牙醫診所,嘉興牙醫診所,3722010258,嘉義市東區和平路１４７號,李明峻,05 2251987,23.475604,120.4575663
391,牙醫診所,嘉和牙醫診所,3722010267,嘉義市東區安平里成仁街７６號,游瑞楠,05 2281926,23.47757,120.452501
392,牙醫診所,第一牙醫診所,3722010276,嘉義市東區興中街９８之１號,江武德,05 2277375,23.4775543,120.4515616
393,牙醫診所,大華牙醫診所,3722010285,嘉義市東區公明路２５６號,郭宏仁,05 2284769,23.480232,120.4550097
394,牙醫診所,聯合牙醫診所,3722010294,嘉義市東區東噴里中山路６５號,何嘉欽,05 2784396,23.481525,120.459972
395,牙醫診所,慶華牙醫診所,3722010329,嘉義市東區安和街２４６號,謝慶達,05 2784452,23.4862382,120.4570672
396,牙醫診所,輔仁牙醫診所,3722010338,嘉義市東區吳鳳南路２５８號,侯立昀,05 2238117,23.4563539,120.4588809
397,醫療機構,衛生福利部嘉義醫院,122020517,嘉義市西區北港路312號,,,23.4810889,120.4293213
398,醫療機構,臺中榮民總醫院嘉義分院,622020017,嘉義市西區劉厝里世賢路二段６００號,,,23.4674154,120.422995
399,醫療機構,仁德醫療社團法人陳仁德醫院,922020013,嘉義市西區林森西路285號,,,23.4801883,120.4432069
400,醫療機構,慶昇醫療社團法人慶昇醫院,922020022,嘉義市西區新榮路339、339-1號,,,23.4689591,120.4451514
401,醫療機構,盧亞人醫院,1522021175,嘉義市西區民權路四０六號,,,23.483668,120.4434231
402,醫療機構,安心醫院,1522021264,嘉義市西區新民路88號,,,23.4535328,120.4336569
403,醫療機構,世華醫院,1522021237,嘉義市西區仁愛路365號,,,23.4756624,120.4420829
404,醫療機構,祥太醫院,1522021273,嘉義市西區書院里延平街490號  永和街116號,,,23.475974,120.440414
405,醫療機構,戴德森醫療財團法人嘉義基督教醫院,1122010012,嘉義市東區中庄里忠孝路５３９號；,,,23.4994174,120.450168
405,醫療機構,戴德森醫療財團法人嘉義基督教醫院,1122010012,嘉義市東區後湖里保建街100號；,,,23.5007699,120.452311
405,醫療機構,戴德森醫療財團法人嘉義基督教醫院,1122010012,嘉義市東區頂庄里忠孝路642號,,,23.499775,120.45102
406,醫療機構,天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,1122010021,嘉義市東區短竹里大雅路二段565號,,,23.4773947,120.4680192
407,醫療機構,建興醫院,1522011080,嘉義市東區內安里中山路１４８號,,,23.4818453,120.4552808
408,醫療機構,陽明醫院,1522011115,嘉義市東區吳鳳北路252號,,,23.4804759,120.4535129
